57,"अभाव बनाए रखते हुए, चुनाव के दौरान उन्हीं अभावों की पूर्ति के नाम पर बार-बार वोट मांगे गए, सत्ता पाई गई लेकिन जनजातीय समुदाय के लिए जो करना चाहिए था, जितना करना चाहिए था, और जब करना चाहिए था, ये कम पड़ गए, नहीं कर पाये।",
58,असहाय छोड़ दिया समाज को। गुजरात का मुख्यमंत्री बनने के बाद मैंने वहां पर जनजातीय समाज में स्थितियों को बदलने के लिए बहुत सारे अभियान शुरू किए थे।,
59,"जब देश ने मुझे 2014 में अपनी सेवा का मौका दिया, तो मैंने जनजातीय समुदाय के हितों को अपनी सर्वोच्च प्राथमिकता में रखा।",
60,"भाइयों और बहनों,",
61,"आज सही मायने में आदिवासी समाज के हर साथी को, देश के विकास में उचित हिस्सेदारी और भागीदारी दी जा रही है।",
62,"आज चाहे गरीबों के घर हों, शौचालय हों, मुफ्त बिजली और गैस कनेक्शन हों, स्कूल हो, सड़क हो, मुफ्त इलाज हो, ये सबकुछ जिस गति से देश के बाकी हिस्से में हो रहा है, उसी गति से आदिवासी क्षेत्रों में भी हो रहा है।",
63,"बाकी देश के किसानों के बैंक खाते में अगर हज़ारों करोड़ रुपए सीधे पहुंच रहे हैं, तो आदिवासी क्षेत्रों के किसानों को भी उसी समय मिल रहे हैं।",
64,"आज अगर देश के करोड़ों-करोड़ परिवारों को शुद्ध पीने का पानी पाइप से घर-घर पहुंचाया जा रहा है, तो ये उसी इच्छाशक्ति के साथ उतनी ही स्‍पीड से आदिवासी परिवारों तक भी पहुंचाने का काम तेज गति से चल रहा है।",
65,"वर्ना इतने वर्षों तक जनजातीय क्षेत्रों की बहनों-बेटियों को पानी के लिए कितना परेशान होना पड़ता था, मुझसे ज्‍यादा आप लोग इसको भली-भांति जानते हैं।",
66,मुझे खुशी है कि जल जीवन मिशन के तहत मध्य प्रदेश के ग्रामीण इलाकों में 30 लाख परिवारों को अब नल से जल मिलना शुरू हो गया है। और इसमें भी ज्यादातर हमारे आदिवासी इलाकों के ही हैं।,
67,"साथियों,",
68,"जनजातीय विकास के बारे में बात करते हुए एक बात और कही जाती थी। कहा जाता था, जनजातीय क्षेत्र भौगैलिक रूप से बहुत कठिन होते हैं।",
69,कहा जाता था कि वहां सुविधाएं पहुंचाना मुश्किल होता है। ये बहाना काम न करने के बहाने थे।,
70,यही बहाना करके जनजातीय समाज में सुविधाओं को कभी प्राथमिकता नहीं दी गई। उन्हें अपने भाग्य ही पर छोड़ दिया।,
71,"साथियों,",
72,"ऐसी ही राजनीति, ऐसी ही सोच के कारण आदिवासी बाहुल्य वाले जिले विकास की बुनियादी सुविधाओं से भी वंचित रह गए।",
73,"अब कहां तो इनके विकास के लिए कोशिशें होनी चाहिए थीं, लेकिन इन जिलों पर पिछड़े होने का एक टैग लगा दिया गया।",
74,"भाइयों और बहनों,",
75,"कोई राज्य, कोई जिला, कोई व्यक्ति, कोई समाज विकास की दौड़ में पीछे नहीं रहना चाहता। हर व्यक्ति, हर समाज आकांक्षी होता है, उसके सपने होते हैं।",
76,"सालों-साल वंचित रखे गए इन्हीं सपनों, इन्हीं आकांक्षाओं को उड़ान देने की कोशिश आज हमारी सरकार की प्राथमिकता है।",
77,आपके आशीर्वाद से आज उन 100 से अधिक जिलों में विकास की आकांक्षाएं को पूरा किया जा रहा है।,
78,"आज जितनी भी कल्याणकारी योजनाएं केंद्र सरकार बना रही है, उनमें आदिवासी समाज बाहुल्य, आकांक्षी जिलों को प्राथमिकता दी जा रही है।",
79,"आकांक्षी जिले या फिर ऐसे जिले जहां अस्पतालों का अभाव है, वहां डेढ़ सौ से अधिक मेडिकल कॉलेज स्वीकृत किए जा चुके हैं।",
80,"साथियों,",
81,"देश का जनजातीय क्षेत्र, संसाधनों के रूप में, संपदा के मामले में हमेशा समृद्ध रहा है। लेकिन जो पहले सरकार में रहे, वो इन क्षेत्रों के दोहन की नीति पर चले।",
82,"हम इन क्षेत्रों के सामर्थ्य के सही इस्तेमाल की नीति पर चल रहे हैं। आज जिस जिले से जो भी प्राकृतिक संपदा राष्ट्र के विकास के लिए निकलती है, उसका एक हिस्सा उसी जिले के विकास में लगाया जा रहा है।",
83,"डिस्ट्रिक्ट मिनरल फंड के तहत राज्यों को करीब-करीब 50 हजार करोड़ रुपए मिले हैं। आज आपकी संपदा आपके ही काम आ रही है, आपके बच्चों के काम आ रही है।",
84,"अब तो खनन से जुड़ी नीतियों में भी हमने ऐसे बदलाव किए हैं, जिससे जनजातीय क्षेत्रों में ही रोजगार की व्यापक संभावनाएं बनें।",
85,भाइयों और बहनों,
86,"आज़ादी का ये अमृतकाल, आत्मनिर्भर भारत के निर्माण का काल है। भारत की आत्मनिर्भरता, जनजातीय भागीदारी के बिना संभव ही नहीं है।",
87,"आपने देखा होगा, अभी हाल में पद्म पुरस्कार दिए गए हैं। जनजातीय समाज से आने वाले साथी जब राष्ट्रपति भवन पहुंचे, पैर में जूते भी नहीं थे, सारी दुनिया देख करके दंग रह गई, हैरान रह गई।",
88,"आदिवासी और ग्रामीण समाज में काम करने वाले ये देश के असली हीरो हैं। यही तो हमारे डायमंड हैं, यही तो हमारे हीरे हैं।",
89,"भाइयों और बहनों,",
90,"जनजातीय समाज में प्रतिभा की कभी कोई कमी नहीं रही है। लेकिन दुर्भाग्य से, पहले की सरकारों में आदिवासी समाज को अवसर देने के लिए जो ज़रूरी राजनीतिक इच्छाशक्ति चाहिए, कुछ नहीं था, बहुत कम थी।",
91,"सृजन, आदिवासी परंपरा का हिस्सा है, मैं अभी यहां आने से पहले सभी आदिवासी समाज की बहनों के द्वारा जो निर्माण कार्य हुआ है, वो देख करके सचमुच में मेरे मन को आनंद होता है।",
92,"इन उंगलियों में, इनके पास क्‍या ताकत है। सृजन आदिवासी परम्‍परा का हिस्‍सा है, लेकिन आदिवासी सृजन को बाज़ार से नहीं जोड़ा गया।",
93,"आप कल्पना कर सकते हैं, बांस की खेती जैसी छोटी और सामान्य सी चीज को कानूनों के मकड़जाल में फंसा कर रखा गया था।",
94,क्या हमारे जनजातीय भाइयों बहनों के ये हक नहीं था कि वो बांस की खेती कर उसे बेच करके कुछ पैसा कमा सकें? हमने वन कानूनों में बदलाव कर इस सोच को ही बदल दिया।,
95,साथियों,
96,"दशकों से जिस समाज को, उसकी छोटी-छोटी आवश्यकताओं की पूर्ति के लिए लंबा इंतजार करवाया गया, उसकी उपेक्षा की गई, अब उसको आत्मनिर्भर बनाने के लिए निरंतर प्रयास किया जा रहा है।",
97,"लकड़ी और पत्थर की कलाकारी तो आदिवासी समाज सदियों से कर रहा है, लेकिन अब उनके बनाए उत्पादों को नया मार्केट उपलब्ध कराया जा रहा है।",
98,"ट्राइफेड पोर्टल के माध्यम से जनजातीय कलाकारों के उत्पाद देश और दुनिया के बाज़ारों में ऑनलाइन भी बिक रहे हैं। जिस मोटे अनाज को कभी दोयम नज़र से देखा जाता था, वो भी आज भारत का ब्रांड बन रहा है।",
99,"साथियों,",
100,"वनधन योजना हो, वनोपज को MSP के दायरे में लाना हो, या बहनों की संगठन शक्ति को नई ऊर्जा देना, ये जनजातीय क्षेत्रों में अभूतपूर्व अवसर पैदा कर रहे हैं।",
101,"पहले की सरकारें सिर्फ 8-10 वन उपजों पर MSP दिया करती थीं। आज हमारी सरकार, करीब-करीब 90 वन उपजों पर MSP दे रही है।",
102,कहां 9-10 और कहां 90? हमने 2500 से अधिक वनधन विकास केंद्रों को 37 हज़ार से अधिक वनधन सेल्फ हेल्प ग्रुपों से जोड़ा है।,
103,"इनसे आज लगभग साढ़े 7 लाख साथी जुड़े हैं, उनको रोज़गार और स्वरोज़गार मिल रहा है। हमारी सरकार ने जंगल की ज़मीन को लेकर भी पूरी संवेदनशीलता के साथ कदम उठाए हैं।",
104,राज्यों में लगभग 20 लाख ज़मीन के पट्टे देकर हमने लाखों जनजातीय साथियों की बहुत बड़ी चिंता दूर की है।,
105,"भाइयों और बहनों,",
106,हमारी सरकार आदिवासी युवाओं की शिक्षा और कौशल पर भी विशेष बल दे रही है। एकलव्य मॉडल रेज़ीडेंशियल स्कूल आज जनजातीय क्षेत्रों में शिक्षा की नई ज्योति जागृत कर रहे हैं।,
107,"आज मुझे यहां 50 एकलव्य मॉडल रेज़ीडेंशियल स्कूलों के शिलान्यास का अवसर मिला है। हमारा लक्ष्य, देशभर में ऐसे लगभग साढ़े 7 सौ स्कूल खोलने का है।",
108,"इनमें से अनेकों एकलव्य स्कूल पहले ही शुरू हो चुके हैं। 7 साल पहले हर छात्र पर सरकार लगभग 40 हज़ार रुपए खर्च करती थी, वो आज बढ़कर 1 लाख रुपए से अधिक हो चुका है।",
109,"इससे जनजातीय छात्र-छात्राओं को और अधिक सुविधा मिल रही है। केंद्र सरकार, हर साल लगभग 30 लाख जनजातीय युवाओं को स्कॉलरशिप भी दे रही है।",
110,"जनजातीय युवाओं को उच्च शिक्षा और रिसर्च से जोड़ने के लिए भी अभूतपूर्व काम किया जा रहा है। आज़ादी के बाद जहां सिर्फ 18 ट्राइबल रिसर्च इंस्टीट्यूट्स बने, वहीं सिर्फ 7 साल में ही 9 नए संस्थान स्थापित किए जा चुके हैं।",
111,"साथियों,",
112,"जनजातीय समाज के बच्चों को एक बहुत बड़ी दिक्कत, पढ़ाई के समय भाषा की भी होती थी।",
113,अब नई राष्ट्रीय शिक्षा नीति में स्थानीय भाषा में पढ़ाई पर बहुत जोर दिया गया है। इसका भी लाभ हमारे जनजातीय समाज के बच्चों को मिलना तय है।,
114,"भाइयों और बहनों,",
115,"जनजातीय समाज का प्रयास, सबका प्रयास, ही आज़ादी के अमृतकाल में बुलंद भारत के निर्माण की ऊर्जा है।",
116,"जनजातीय समाज के आत्मसम्मान के लिए, आत्मविश्वास के लिए, अधिकार के लिए, हम दिन रात मेहनत करेंगे, आज जनजातीय गौरव दिवस पर हम इस संकल्प को फिर दोहरा रहे हैं।",
117,"और ये जनजातीय गौरव दिवस, जैसे हम गांधी जयंती मनाते हैं, जैसे हम सरदार पटेल की जयंती मनाते हैं, जैसे हम बाबा साहेब अम्‍बेडकर की जयंती मनाते हैं, वैसे ही भगवान बिरसा मुंडा की 15 नवंबर की जयंती हर वर्ष जनजातीय गौरव दिवस के रूप में पूरे देश में मनाई जाएगी।",
118,एक बार फिर आप सभी को बहुत-बहुत शुभकामनाएं! मेरे साथ दोनों हाथ ऊपर करके पूरी ताकत से बोलिए,
119,भारत माता की जय !,
120,बहुत-बहुत धन्‍यवाद।,
