58,"हमारी राष्ट्रपति आदरणीय द्रोपदी मुर्मू जी, आप आदिवासी भाई-बहनों के बीच से ही आई हैं। उन्होंने भी आप लोगों के बीच पूरा जीवन बिताया है।",
59,उनसे मुलाकात के दौरान वो अक्सर मुझसे आप सभी लोगों के बारे में विस्तार से बताया करती थीं। और इसलिए ही हमने पीएम जनमन महाअभियान शुरू करके आपको हर परेशानी से मुक्त करने का संकल्प लिया है।,
60,"मेरे परिवारजनों,",
61,"आज देश में वो सरकार है जो सबसे पहले आप के बारे में, आप जैसे मेरे गरीब भाई-बहनों के बारे में, दूर-सुदूर जंगलों में रहने वाले मेरे भाई-बहनों के बारे में सोचती है।",
62,"आज देश में वो सरकार है जो गरीबों की मुश्किलें कम करने के लिए काम करती है। जिनके पास कुछ नहीं है सबसे पहले हम उनके सुख-दुख की चिंता कर रहे हैं, जिसका कोई नहीं मोदी उसके लिए खड़ा है।",
63,पहले सरकारी योजनाओँ से जुड़े नियम इतने कठिन होते थे कि योजनाओं का पैसा और योजनाओं का लाभ आप तक पहुंच ही नहीं पाता था।,
64,और एक दिक्कत ये थी कि योजना कागजों पर चलती रहती थी और असली लाभार्थी को ये पता ही नहीं चलता था कि ऐसी कोई योजना शुरू भी हुई है।,
65,"जिसको योजना का पता चल भी जाता था, उसे लाभ पाने के लिए कितनी मुश्किलें आती थीं। यहां अगूंठा लगाओ, फलाने के साइन लाओ.. ये पर्चा दिखाओ, आज नहीं कल आओ...ना जाने क्या-क्या सुनना पड़ता था।",
66,अब पीएम जनमन महाअभियान में हमारी सरकार ने ऐसे सभी नियम बदल दिए हैं जिससे आपको परेशानी होती थी।,
67,"पिछड़ी जनजातियों के गांवों तक आसानी से सड़क बने, इसके लिए सरकार ने पीएम ग्राम सड़क योजना के नियम बदल दिए। जब सड़कें बनती हैं तो स्कूल जाना भी आसान हो जाता है।",
68,"बीमारी के समय कोई मुसीबत आ जाए, अस्पताल पहुंचना है तो अगर रास्ता है तो जिंदगी बच जाती है। सरकार ने मोबाइल मेडिकल यूनिट से जुड़ा नियम भी बदल दिया। पिछड़ी जनजातियों के हर परिवार तक बिजली पहुंचे, इसके लिए विशेष तौर पर उन्हें सौलर पावर वाले कनेक्शन दिए जा रहे हैं।",
69,"आपके क्षेत्र में युवाओं को, दूसरे लोगों को तेज इंटरनेट कनेक्शन मिलता रहे, इसके लिए सैकड़ों नए मोबाइल टावर लगाए जा रहे हैं।",
70,"साथियों,",
71,हम अब जो कर रहें है उसमें आपकी हर चिंता का खयाल रखा जा रहा है। आपको भोजन की दिक्कत ना हो इसके लिए अब मुफ्त राशन वाली योजना को 5 साल के लिए बढ़ा दिया गया है।,
72,"आपके बच्चों की अच्छी पढ़ाई हो सके, वो कुछ काम सीख सकें और अपना जीवन अच्छा कर सकें, उन्हें नौकरी मिल जाए, इन सबके लिए हमारी सरकार लगातार काम कर रही है।",
73,जनजातीय इलाकों में सरकार की सुविधाएं एक ही इमारत में देना भी उतना ही जरूरी होता है। इसलिए सरकार की कोशिश ऐसे एक हजार केंद्र बनाने की है जहां एक ही जगह आपको कई योजनाओं का लाभ मिल जाए।,
74,"टीका लगाने का काम हो, दवाइयां लेनी हो, डॉक्टर को दिखाना हो, रोजगार-स्वरोजगार से जुड़ी ट्रेनिंग हो, आँगनवाड़ी भी वहीं हो तो आपको इधर-उधर भटकने की ज़रूरत नहीं पड़ेगी।",
75,"पिछड़ी जनजातियों के नौजवान अच्छे से पढ़ाई कर सकें, इसके लिए सरकार, नए हॉस्टल बनवा रही है। पिछड़ी जनजातियों के लिए सैकड़ों नए वन-धन विकास केन्द्रों को भी बनाने का काम शुरू किया जा रहा है।",
76,"मेरे परिवारजनों,",
77,"आजकल आप देख रहे हैं कि मोदी की गारंटी वाली गाड़ी, गांव-गांव पहुंच रही है। ये गाड़ी देश के आप जैसे लोगों को, विभिन्न योजनाओं से जोड़ने के लिए ही चलाई जा रही है।",
78,"केंद्र सरकार जो आकांक्षी जिला, Aspirational District Programme चला रही है उसका सबसे बड़ा लाभ हमारे आदिवासी भाई-बहनों को ही मिला है।",
79,हमने आदिवासी इलाक़ो तक बिजली और सड़क पहुंचायी। हमने ऐसी व्यवस्था की है कि एक राज्य का राशन कार्ड दूसरे राज्य में भी चल जाए।,
80,ऐसे ही आयुष्मान भारत योजना है। इस योजना के तहत आपको देश भर में कहीं पर भी मुफ्त इलाज़ मिलेगा ही मिलेगा।,
81,"साथियों,",
82,सिकल सेल अनीमिया के खतरों से आप सभी अच्छी तरह परिचित हैं। इस बीमारी से आदिवासी समाज की कई-कई पीढ़ियां प्रभावित रहीं हैं।,
83,अब सरकार कोशिश में जुटी है कि एक पीढ़ी से दूसरी पीढ़ी में जाने वाली ये बीमारी जड़ से ही समाप्त हो। इसलिए हमारी सरकार ने देश भर में एक अभियान शुरु किया है।,
84,इसलिए विकसित भारत संकल्प यात्रा के दौरान भी सिकल सेल की जांच की जा रही है। पिछले 2 महीनों में 40 लाख से ज्यादा लोगों का सिकल सेल परीक्षण किया जा चुका है।,
85,"मेरे परिवारजनों,",
86,"हमारी सरकार, अपने जनजातीय भाई-बहनों के सपनों को पूरा करने के लिए कोई कोर कसर बाकी नहीं छोड़ रही।",
87,"अनुसूचित जनजाति से जुड़ी योजनाओं का बजट हमारी सरकार ने 5 गुना ज्यादा बढ़ा दिया है। आपके बच्चों की पढ़ाई के लिए पहले जो छात्रवृत्ति मिलती थी, अब उसका कुल बजट भी ढाई गुना से ज्यादा कर दिया गया है।",
88,10 साल पहले तक हमारे देश में आदिवासी बच्चों के लिए केवल 90 एकलव्य मॉडल स्कूल थे। जबकि हमने बीते 10 साल में 500 से ज्यादा नए एकलव्य मॉडल स्कूल बनाने का काम शुरू किया है।,
89,"आदिवासी बच्चे सिर्फ स्कूली पढ़ाई करके रुक जाएं, ये सही नहीं।",
90,"अति-पिछड़े जनजातीय समाज के बच्चे जब MA, BA और बड़ी क्लास की पढ़ाई पूरी करेंगे, बड़ी कंपनियों में काम करने के लिए जिस पढ़ाई की ज़रूरत होती है वो पढ़ाई करेंगे तब हमारे लिए खुशी की बात होगी।",
91,"इसके लिए आदिवासी इलाकों में कक्षाओं को आधुनिक बनाया जा रहा है, उच्च शिक्षा के केंद्र बढ़ाए जा रहे हैं।",
92,"साथियों,",
93,"पूरे आदिवासी समाज की आमदनी कैसे बढ़े, income कैसे बढ़े, इसके लिए हम हर स्तर पर कोशिश कर रहे हैं। आदिवासी साथियों के लिए वन-उपज बहुत बड़ा सहारा है।",
94,2014 से पहले करीब 10 वन उपजों के लिए ही MSP तय की जाती थी। हम लगभग 90 वन उपजों को MSP के दायरे में लाए हैं।,
95,"वन उपजों के अधिक से अधिक दाम मिले, इसके लिए हमने वनधन योजना बनाई। आज इस योजना के लाखों लाभार्थियों में बहुत बड़ी संख्या बहनों की है।",
96,बीते 10 वर्षों में आदिवासी परिवारों को 23 लाख पट्टे जारी किए जा चुके हैं। हम जनजातीय समुदाय के हाट बाजार को भी बढ़ावा दे रहे हैं।,
97,"हमारे आदिवासी भाई जो सामान हाट-बाजार में बेचते हैं, वही सामान वो देश के दूसरे बाजारों में भी बेच पाएं इसके लिए भी कई अभियान चलाए जा रहे हैं।",
98,"साथियों,",
99,"मेरे आदिवासी भाई बहन, भले ही दूर दराज के इलाक़ों में रहते हों लेकिन दूरदृष्टि कमाल की होती है, अभी-अभी हमने अनुभव किया जिन लोगों से बात किया।",
100,आज आदिवासी समाज देख और समझ रहा है कि कैसे हमारी सरकार जनजातीय संस्कृति और उनके सम्मान के लिए काम कर रही है।,
101,हमारी ही सरकार ने भगवान बिरसा मुंडा के जन्म दिवस को जनजातीय गौरव दिवस घोषित किया। हमारी ही सरकार पूरे देश में आदिवासी स्वतंत्रता सेनानियों के 10 बड़े संग्रहालय बना रही है।,
102,"मैं आपको विश्वास दिलाता हूं, आपके मान-सम्मान, आपके सुख-सुविधा के लिए हम ऐसे ही पूरे समर्पण भाव से लगातार काम करते हैं, करते रहेंगे।",
103,"एक बार फिर इतनी बड़ी तादाद में आप मेरे आदिवासी भाई-बहन मुझे आशीर्वाद देने आए, ऐसा लग रहा है जैसे माता शबरी के आशीर्वाद मुझे मिल रहे हैं।",
104,मैं आप सबको प्रणाम करता हूं। आप सबको बहुत-बहुत शुभकामनाएं देता हूं।,
105,धन्यवाद !,
