Generated	CHRF2	CHRF2++	BLEU Details
मजबूत लोग, बूढ़े लोग, किसान लोग, महिलाएँ आदिवासी लोग गुलामी से लड़ते हैं। असहनीय लड़ते हैं।	16.318207582638188	14.624384753441912	BLEU = 1.89 26.3/2.8/1.5/0.8 (BP = 0.623 ratio = 0.679 hyp_len = 19 ref_len = 28)
इतिहासकार कहते हैं कि 1857 के स्वतंत्रता संग्राम को जो हम सोचते हैं उससे भी पहले हमारे देश में कई आदिवासी इलाके थे जहाँ आजादी के संघर्ष होते थे।	26.518080816160765	22.7707515325196	BLEU = 2.95 20.7/3.6/1.9/1.0 (BP = 0.871 ratio = 0.879 hyp_len = 29 ref_len = 33)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
गुलामी के इतने लंबे जीवन के दौरान जुली शासक ने दूसरी संसाधनों को कठिनाई से मुश्किल से मुश्किल में आने वाली सभी यात्राओं को भी उस समय एक आदमी मिलने के हिसाब से 40 करोड़ आजादी के पहले 40 करोड़ से ज् यादा देशवासियों ने उसकी बात देखी थी। उसने उन शक्तियों को देखा। उसने एक सपने लेकर जाया। एक बात लेकर जा रहा था। एक सपने थे। वंदे मास्टर एक सपने थे।	22.791139846171497	19.505048919903295	BLEU = 2.88 12.3/5.6/1.4/0.7 (BP = 1.000 ratio = 1.090 hyp_len = 73 ref_len = 67)
40 करोड़ देशवासियों को और हमलोगों को आशा है कि हमारे गले में उनका खून है।	19.7058808273665	17.311949601469028	BLEU = 4.89 12.5/6.7/3.6/1.9 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
वे हमारे पूर्वज थे जो करीब बीस करोड़।	15.256790023468477	12.86714442844891	BLEU = 4.87 12.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
करीब बीस करोड़ लोगों को देश के बड़े सततों को खोदकर गुलामी की जंजीरों में काटा गया।	18.60836900332849	16.249988484697518	BLEU = 2.27 23.5/3.1/1.7/0.9 (BP = 0.703 ratio = 0.739 hyp_len = 17 ref_len = 23)
"""""""अगर हमारे पूर्वजों, जो हमारे खून में हैं, आज हम 140 करोड़ हैं।"""""""	17.093447301373057	17.18622388321988	BLEU = 11.29 47.6/25.0/10.5/2.8 (BP = 0.827 ratio = 0.840 hyp_len = 21 ref_len = 25)
"""""""अगर 40 करोड़ गुलामी वालों को काटा जा सकता है, अगर 40 करोड़ आजादी वालों को पूरा किया जा सकता है, आजादी लाकर रह सकता है तो 140 करोड़ देशवासियों को, 140 करोड़ परिवारवासियों को कहकर जाना होगा, एक देश स्थापित कर जाना है, पैदल चलना है, पैदल चलना है, कभी चलना है, तो चुनौती कितनी क्यों नहीं होगी, सोचने के कितने संसाधनों के लिए कठिनाई भी, सब कुछ।"""	24.78961563000418	23.728761404302706	BLEU = 5.86 31.3/12.2/4.9/0.6 (BP = 1.000 ratio = 1.038 hyp_len = 83 ref_len = 80)
हम 2047 के विकास भारत के लक्ष्य को प्राप्त कर सकते हैं।	12.558646953065791	12.285727575040632	BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.500 hyp_len = 12 ref_len = 8)
"""""""अगर 40 करोड़ देशवासियों को अपने पति से, अपने कर्तव् यों से, अपने पीछे, अपने देवता से आजादी दी जा सकती है, तो 140 करोड़ देशवासियों को उसी भावना से एक मजबूत भार बनाना संभव है।"""""	23.095104364367376	21.957275851383116	BLEU = 5.69 33.3/11.4/2.3/1.2 (BP = 1.000 ratio = 1.098 hyp_len = 45 ref_len = 41)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
एक समय था जब लोगों को देश के लिए मृत्यु का काम करना पड़ता था और आजादी मिली।	13.015307060021671	11.101663222644271	BLEU = 2.42 11.1/2.9/1.6/0.8 (BP = 0.946 ratio = 0.947 hyp_len = 18 ref_len = 19)
आज यह समय है देश के लिए जीवन की आकांक्षा का।	5.73394495412844	4.3004587155963305	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
यदि देश के लिए मरने की प्रतिबद्धता आजादी दे सकी तो देश के लिए जीवन की प्रतिबद्धता समृद्ध भारत भी बन सकी।	28.46239177423513	23.983874934900413	BLEU = 3.82 13.6/4.8/2.5/1.3 (BP = 1.000 ratio = 1.158 hyp_len = 22 ref_len = 19)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
प्रगति भारत 2047, यह सिर्फ बात का शब्द नहीं है। इसके बाद बहुत काम चल रहा है।	18.12353227227499	17.493901526335648	BLEU = 7.69 22.2/11.8/6.2/3.3 (BP = 0.895 ratio = 0.900 hyp_len = 18 ref_len = 20)
"""देश के लोगों की शिक्षा जा रही है, और हम देशवासियों की शिक्षा माँग रहे हैं।"""	5.572441742654509	4.179331306990881	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.357 hyp_len = 19 ref_len = 14)
"""और मैं उत्साहित हूँ कि मेरे देश में करोड़ों से ज् यादा लोगों वाला भारत, ने 2047 के लिए कई उदाहरण दिए हैं।"""	15.095542653888186	12.42606148661794	BLEU = 1.72 7.7/2.0/1.0/0.5 (BP = 1.000 ratio = 1.182 hyp_len = 26 ref_len = 22)
देश के सभी लोगों का सपना वहाँ दिख रहा है।	8.961969345143352	6.721477008857512	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
देश के सभी लोगों की बात वहीं झलकती है।	8.114746417957571	6.086059813468179	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
"""""""कुछ लोग, गाँव वाले, किसान, दलित, आदिवासी, जंगल में रहने वाले, जंगल में रहने वाले, शहर में रहने वाले, सभी को 2047 में जब देश आजादी के 100 साल मनाएगा, तब तक बनी भारत के लिए कई उदाहरण दिए गए हैं।"""""""	18.257751112257665	19.318687449715636	BLEU = 6.43 42.9/16.4/3.7/0.9 (BP = 0.915 ratio = 0.918 hyp_len = 56 ref_len = 61)
और मैं इन संकल् पों को देखते हुए जब मन में खुशी होती थी तो उन्होंने क्या लिखा। कुछ लोगों ने कहा कि देश का स्किल कैपिटल बनाने का संकल् प हमने अपने सामने रखा है।	17.646207010159245	15.02862781275718	BLEU = 2.44 11.1/2.9/1.5/0.8 (BP = 1.000 ratio = 1.029 hyp_len = 36 ref_len = 35)
"""एक हजार ईरिलिया सए अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि हिसि गेल अपि अपि हिसि गेल अपि हिसि गेल अपि"	18.811160792240393	18.362110097065965	BLEU = 0.85 32.0/0.5/0.3/0.1 (BP = 1.000 ratio = 1.075 hyp_len = 100 ref_len = 93)
कुछ लोगों ने भारत के हमारे यूनिवर्सिटीज ग्लोबल के निर्माण के लिए बताया।	33.6444512911593	29.1703814379276	BLEU = 6.84 23.1/8.3/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
कुछ लोगों ने यह भी कहा कि आजादी के इतने वर्षों के बाद हमारे मीडिया ग्लोबल नहीं होना चाहिए।	24.81779631855842	21.074075991256795	BLEU = 4.03 15.8/5.6/2.9/1.6 (BP = 0.900 ratio = 0.905 hyp_len = 19 ref_len = 21)
कुछ लोगों ने यह भी कहा कि हमें अपनी तेजी से विकसित दुनिया को पहले पसन्द बनाना चाहिए।	15.145350809773674	12.752903938368807	BLEU = 2.55 11.1/2.9/1.6/0.8 (BP = 1.000 ratio = 1.000 hyp_len = 18 ref_len = 18)
कुछ लोगों ने बताया कि भारत को जल्दी-जल्दी अपने पर निर्भर होना चाहिए।	16.587430740131527	14.374216856872593	BLEU = 2.20 23.1/4.2/2.3/1.2 (BP = 0.540 ratio = 0.619 hyp_len = 13 ref_len = 21)
"""कितने लोगों ने बताया कि हमारे किसान मोटे चावल बनाते हैं, जो हम मानते हैं, वे सुपर खाद्य पदार्थ दुनिया के सभी खाद्य तालियों पर उपलब्ध होना चाहिए।"""	15.98089390319834	12.810802115236438	BLEU = 1.38 6.2/1.6/0.8/0.4 (BP = 1.000 ratio = 1.067 hyp_len = 32 ref_len = 30)
हमें दुनिया की खाद्य शक्ति भी देनी चाहिए और भारत के छोटे किसानों को भी मजदूरी करनी चाहिए।	13.407996094142682	11.449244035731688	BLEU = 2.55 11.1/2.9/1.6/0.8 (BP = 1.000 ratio = 1.000 hyp_len = 18 ref_len = 18)
"""कितने लोगों ने बताया कि देश में गांवों के स्वराज के संस्थाओं से ले जाने की कई इकाइयाँ हैं, जिनमें गोरोबनेस के रिफॉर्म्स की बहुत जरूरत है।"""	23.02603316796537	18.212502204070123	BLEU = 1.48 6.7/1.7/0.9/0.5 (BP = 1.000 ratio = 1.154 hyp_len = 30 ref_len = 26)
"""कितने लोगों ने लिखा कि हमारे राज्य में जो संकट हैं, वे चिंतित हैं, और यह भी कहा है कि हमारे देश के नए व्यवस्था में रिफॉर्म्स की बहुत आवश्यकता है।"""	18.936087680906542	14.939287403267434	BLEU = 1.26 5.7/1.5/0.8/0.4 (BP = 1.000 ratio = 1.029 hyp_len = 35 ref_len = 34)
कई ने लिखा कि कई ग्रीन मैदान सीटीज बनाने का अब समय की मांग है।	12.604310932573332	10.142785153435437	BLEU = 2.01 6.7/3.6/1.9/1.0 (BP = 0.766 ratio = 0.789 hyp_len = 15 ref_len = 19)
जिन्होंने चलने वाली सिरासिता के संघर्षों के बीच शासन-प्रशासन में कैपेसिटी हाउस के लिए एक अभियान चलाने का निश्चय किया।	31.629270140673476	25.955210371248004	BLEU = 2.33 20.0/2.6/1.4/0.7 (BP = 0.861 ratio = 0.870 hyp_len = 20 ref_len = 23)
बहुत से लोगों ने यह सपना भी देखा है कि अंतरिक्ष में भारत की अंतरिक्ष स्टेशन को जल्दी से तैयार करनी चाहिए।	29.315426843587762	26.066127356025543	BLEU = 4.34 22.7/4.8/2.5/1.3 (BP = 1.000 ratio = 1.222 hyp_len = 22 ref_len = 18)
"""जो ने कहा है कि भारत का जो पारंपरिक ट्रेडिशनल मेडिसिन है, वह हमारी दवा है। दुनिया जब हॉलिस टिकट स्वास्थ्यकेयर की ओर बढ़ेगा, तो हमें भारत की पारंपरिक दवाओं और वेलनेस हब के रूप में भारत का निर्माण करना होगा।"""	37.21152782887019	32.522841146614894	BLEU = 4.63 24.4/6.8/2.3/1.2 (BP = 1.000 ratio = 1.216 hyp_len = 45 ref_len = 37)
"""""""जो कहता है कि अब तो देरी नहीं होनी चाहिए, भारत को जल्दी ही दुनिया की तीसरी बड़ी अर्थव्यवस्था बननी चाहिए।"""""""	15.564946909153957	14.948553349901214	BLEU = 9.78 32.1/18.5/7.7/2.0 (BP = 1.000 ratio = 1.037 hyp_len = 28 ref_len = 27)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
मैं इसलिए पढ़ा करता था कि मेरे देश के लोगों को इसे बताया गया है।	10.902227722142793	8.176670791607094	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
मेरे देश के सामान्य लोगों ने यह जानकारी मुझे दी है।	9.552158147967365	7.164118610975525	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
मैं समझ रहा हूँ कि संसार के लोगों का इतना बड़ा विचार होना चाहिए। संसार के लोगों का इतना बड़ा सपना होना चाहिए। संसार के लोगों की इन बातों में कितनी बात चलती है। तब हमारे भीतर एक नई बात बनती है।	12.49476307031948	9.37107230273961	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.050 hyp_len = 42 ref_len = 40)
हमलोगों के मन में हमारा अपना विश् वास एक नई ऊँचाई पर आ रहा है और मित्र देश के लोगों के इस विश् वास पर ही कोई intellectual debate नहीं है। यह विश् वास अनुभव से निकला है।	22.753604585198246	18.825824348795674	BLEU = 2.14 7.9/2.7/1.4/0.7 (BP = 1.000 ratio = 1.407 hyp_len = 38 ref_len = 27)
"""""""यह विश् वास एक लंबी अवधि के काम का निर्माण कर रहा है और इसलिए देश के सामान्य लोगों को लगता है, जब लाल किला से कहा जाता है कि हिंदुस्तान के 18,000 गाँवों में बिजली वर्तमान में पहुँच जाएगी, और वह काम हो, तब भरोसा मजबूत होगा।"""""""	17.886767913412235	15.213223933224912	BLEU = 4.64 19.3/7.1/3.6/0.9 (BP = 1.000 ratio = 1.096 hyp_len = 57 ref_len = 52)
जब यह तय होता है कि आजादी के इतने वर्षों के बाद भी अधिक करोड़ों घर ऐसे हैं जहाँ बिजली के बिना वे अंधेरे में जीवन बिताते हैं। अधिक करोड़ों घरों में बिजली पहुँचती है।	18.36084551871369	14.871289892826534	BLEU = 1.39 8.6/1.5/0.8/0.4 (BP = 1.000 ratio = 1.029 hyp_len = 35 ref_len = 34)
तब सामान्य लोगों का भरोसा बढ़ेगा।	10.971106533928367	8.228329900446276	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
"""""""जब अच्छी भारत की बात कही जाती है तो ही देश के सामने की कतार में बैठे लोग होते हैं, गाँव के लोग होते हैं, गरीब गाँव के लोग होते हैं, छोटे-छोटे बच्चे होते हैं, हर घर में स्वच्छता का वातावरण बनाना, भलाई की बातचीत करना, भलाई के रिश्ते में एक-दूसरे को रोकने का प्रयास करना, मुझे लगता है कि यह भारत के भीतर आने वाली नई ऊँचाई की पहचान है।"""""""	15.218947880952749	13.548353994116729	BLEU = 3.48 20.2/4.8/2.4/0.6 (BP = 1.000 ratio = 1.050 hyp_len = 84 ref_len = 80)
जब देश के सामने लालकिला से कहा जाता है कि आज हमारे घरों में तीन करोड़ घर ऐसे हैं जिनके घर में नल से पानी मिलता है। जरूरी है कि हमने इन घरों को पीने के लिए स्वच्छ पानी प्राप्त किया है।	15.81768413907205	13.417458870495286	BLEU = 1.31 11.9/1.2/0.6/0.3 (BP = 1.000 ratio = 1.050 hyp_len = 42 ref_len = 40)
"""""""पानी जीवन मिशन के तहत, इतने कम समय में 12 करोड़ परिवारों को, पानी जीवन मिशन के तहत, नल से पानी पहुंचाया जा रहा है।"""""""	20.86011742871882	21.12987102828427	BLEU = 9.32 41.2/18.2/6.2/1.6 (BP = 1.000 ratio = 1.097 hyp_len = 34 ref_len = 31)
आज दस करोड़ घर इसके लाभार्थी बन गए हैं।	23.197661049706518	19.597838153524407	BLEU = 4.06 22.2/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
हमारे कौन-कौन से इस संगठन से छूट गए थे? कौन पीछे थे?	6.177646610506896	6.452298169490462	BLEU = 3.38 14.3/3.8/2.1/1.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
समाज के पूर्ववर्तियों के लोग इसके लिए असमर्थ थे।	10.663773646490018	9.09432331078533	BLEU = 3.42 11.1/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
"""""""मेरे दलित, मेरे दुःखने वाले, मेरे शोषित, मेरे आदिवासी भाई-बहन, मेरे गरीब भाई-बहन, मेरे झुग्गी-झोपड़ी के जीवन से जुड़े लोग, वे ही नहीं थे।"""""	23.54453694129102	23.17055060671173	BLEU = 7.18 42.9/14.7/3.0/1.6 (BP = 0.972 ratio = 0.972 hyp_len = 35 ref_len = 36)
हमने बहुत सारी ऐसी प्राथमिक जरूरतों को पूरा करने के लिए जो हमने इस्तेमाल किया है और जो हमारे समाजों के बांधों से प्राप्त है।	14.772240932904355	12.048293875236626	BLEU = 1.72 8.0/2.1/1.1/0.6 (BP = 0.961 ratio = 0.962 hyp_len = 25 ref_len = 26)
हमने वोकल फोर लोकल का मंत्र दिया है।	45.38797413156402	45.0773035139812	BLEU = 22.09 50.0/28.6/16.7/10.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
आज मुझे खुशी है कि वोकल फोर लोकल अर्थतन्त्र के लिए एक नया मंत्र स्थापित किया गया है।	39.042346888729774	36.290891316909935	BLEU = 14.22 27.8/17.6/12.5/6.7 (BP = 1.000 ratio = 1.286 hyp_len = 18 ref_len = 14)
सभी डिस्ट्रिक्ट अपने फसलों के लिए पूछ रहे हैं।	30.302292402489428	24.435454319578337	BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
One district one product का माहौल बन गया है।	65.02339602055446	63.261568951765014	BLEU = 31.56 55.6/37.5/28.6/16.7 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
अब एक गाँव एक चीज की एक चीज का एक चीज लाना कैसे होता उस देश के सभी जिलों ने सोचा शुरू किया।	10.61678917644257	7.962591882331928	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.957 ratio = 0.958 hyp_len = 23 ref_len = 24)
Renewable energy की चर्चा हुई है।	44.26273429426825	41.11567385219606	BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
"""G-20 समूह के देशों ने जितना किया है, उससे भी अधिक भारत ने किया है।"""	12.443117372546842	10.312552979670956	BLEU = 2.15 5.6/2.9/1.6/0.8 (BP = 1.000 ratio = 1.500 hyp_len = 18 ref_len = 12)
और भारत ने ऊर्जा के क्षेत्र में आत्मनिर्भर बनने के लिए ग्लोबल वार्मिंग का लक्ष्य उठाने के लिए भी कदम उठाए हैं।	24.13894558633663	20.55997140692841	BLEU = 2.44 18.2/2.4/1.2/0.7 (BP = 1.000 ratio = 1.100 hyp_len = 22 ref_len = 20)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
देश आज जब भी fintech की सफलताओं के आधार पर पूरी दुनिया भारत से कुछ जानकारी इकट्ठी करना चाहती है।	21.293543274407146	18.515970857580715	BLEU = 4.24 15.0/5.3/2.8/1.5 (BP = 1.000 ratio = 1.000 hyp_len = 20 ref_len = 20)
तब हम धनी और बढ़ रहे हैं।	5.905511811023621	4.429133858267717	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
हम कैसे भूल सकते हैं कोरोना के उस मुश्किल समय को।	13.037438973133812	11.13181765442921	BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
पूरे देश में सबसे तेजी से करोड़ों लोगों को वैक् सीन का काम हमारे देश में हुआ है।	22.02101319259691	17.18745234851235	BLEU = 2.03 5.6/2.9/1.6/0.8 (BP = 0.946 ratio = 0.947 hyp_len = 18 ref_len = 19)
जब देश की सेनाओं को Surgical Strike किया जाता है और जब देश की सेनाओं को Air Strike किया जाता है तो उसी देश के युवाओं की सीमाएँ उठाई जाती हैं और वे पात से भरे जाते हैं।	25.65190301974893	23.407729269674604	BLEU = 6.07 15.8/10.8/5.6/1.4 (BP = 1.000 ratio = 1.310 hyp_len = 38 ref_len = 29)
"""और यही बात है, कि आज 140 करोड़ देशवासियों की जान भरी है।"""	16.138743251888467	14.692253060108648	BLEU = 4.89 12.5/6.7/3.6/1.9 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
इसके लिए एक रोचक प्रयास किया गया है।	6.120527306967985	4.590395480225988	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
Reform की परंपरा शक्ति दी गई है।	27.443153169382512	25.33461639902998	BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
नक्शा विधियों के आधार पर बनाने की और जब राजनीतिक नेतृत्व की प्रदर्शन शक्ति होती है तो दृढ़ विश्वास होता है जब सरकारी मशीनरी इसे लागू करने के लिए जिम्मेवारीपूर्ण भावना से इकट्ठी होती है और जब देश के लोग उस काम को पूरा करने के लिए जन हिस्सा बनने के लिए, जनआंदोलन बनाने के लिए आगे आते हैं।	29.850621058641693	26.091778386700454	BLEU = 2.62 18.3/6.8/0.9/0.4 (BP = 1.000 ratio = 1.224 hyp_len = 60 ref_len = 49)
तब तो किसी तरह मिलता ही रहता है।	7.726677165760903	5.795007874320677	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
"""""""मेरे प्यारे देशवासियों,"""	14.219993158659856	15.674651975755753	BLEU = 25.85 62.5/42.9/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
हम यह न भूलें कि इस देश ने उस समय से दस साल तक भी आजादी के बाद का समय पार किया है।	12.454089411640744	10.704705842903724	BLEU = 1.96 8.7/2.3/1.2/0.6 (BP = 1.000 ratio = 1.278 hyp_len = 23 ref_len = 18)
"""""""जब हो रहा है, तब चल रहा है, अब आगे चल रहा है, अब हम क्या हैं, अब मामला है, हम आने वाली पीढ़ी को देखेंगे, हमें मौका मिला है।"""""""	15.15505392702855	15.632571479339353	BLEU = 6.76 33.3/9.8/5.0/1.3 (BP = 1.000 ratio = 1.312 hyp_len = 42 ref_len = 32)
आगे क्या करना चाहिए अगर हम अपना समय निकाल सकें।	9.965760472190066	7.474320354142548	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
